skin_name,weapon_type,base_price_vp,discount_percent,final_price_vp,region,rank,age_group,avg_monthly_spend,previous_purchases,wishlist_added,event_active,purchased
Imperium,Judge,2175,30,1522.5,NA,Silver,16-20,1366,19,0,0,False
Evori,Melee,4950,0,4950.0,Asia,Radiant,21-25,2478,15,0,1,False
Elderflame,Frenzy,2475,30,1732.5,EU,Immortal,16-20,2718,15,1,1,False
Evori,Melee,4950,10,4455.0,NA,Gold,16-20,3457,11,0,1,False
Elderflame,Frenzy,2475,0,2475.0,Asia,Diamond,26-30,2728,9,0,0,False
Neptune,Odin,1775,20,1420.0,EU,Radiant,26-30,2182,20,0,1,False
Glitchpop,Classic,2175,10,1957.5,Asia,Gold,16-20,2724,4,1,0,True
Prime,Guardian,1775,0,1775.0,Asia,Silver,26-30,2910,7,1,1,False
Ion,Bucky,1775,10,1597.5,EU,Diamond,21-25,1441,4,0,0,False
Mystbloom,Outlaw,2175,0,2175.0,NA,Gold,21-25,3354,16,1,0,False
Glitchpop,Classic,2175,20,1740.0,Asia,Platinum,16-20,2020,10,1,0,False
Ora,Sheriff,2475,30,1732.5,EU,Gold,26-30,1815,20,0,0,False
Spectrum,Phantom,2675,30,1872.4999999999998,EU,Gold,21-25,2002,9,1,1,True
Reaver,Bandit,1775,10,1597.5,Asia,Bronze,21-25,553,2,0,0,True
Overdrive,Stinger,2175,30,1522.5,NA,Platinum,21-25,1012,5,1,1,True
Wasteland,Shorty,1275,30,892.5,Asia,Immortal,16-20,4557,20,1,0,False
Imperium,Judge,2175,10,1957.5,NA,Platinum,26-30,3743,19,0,1,True
Radiant,Ghost,2975,10,2677.5,Asia,Iron,21-25,2102,20,1,1,True
Nocturnum,Marshal,2175,10,1957.5,NA,Immortal,26-30,581,5,1,0,False
Mystbloom,Outlaw,2175,0,2175.0,Asia,Diamond,16-20,2037,3,0,1,False
Evori,Melee,4950,10,4455.0,NA,Gold,21-25,4535,8,1,1,False
Araxys,Vandal,2175,10,1957.5,EU,Immortal,16-20,1080,9,1,0,True
Prime,Guardian,1775,30,1242.5,EU,Platinum,26-30,2629,20,0,1,False
Forsaken,Spectre,1775,10,1597.5,Asia,Iron,16-20,1704,16,1,0,False
Evori,Melee,4950,0,4950.0,NA,Silver,16-20,874,9,0,0,False
Kuronami,Sheriff,2375,0,2375.0,NA,Bronze,26-30,4087,12,0,1,False
Mystbloom,Outlaw,2175,20,1740.0,Asia,Iron,21-25,3383,1,0,0,True
Gaia,Vandal,1775,0,1775.0,Asia,Iron,21-25,4772,14,1,1,True
RGX,Operator,2175,30,1522.5,EU,Immortal,21-25,780,12,1,0,True
Oni,Bulldog,1775,10,1597.5,NA,Iron,21-25,4807,16,0,0,False
Kuronami,Sheriff,2375,30,1662.5,NA,Platinum,21-25,3760,16,1,0,True
RGX,Operator,2175,30,1522.5,EU,Radiant,16-20,3381,17,1,1,False
Nocturnum,Marshal,2175,10,1957.5,Asia,Silver,26-30,2274,15,0,1,False
Prime,Guardian,1775,0,1775.0,NA,Silver,26-30,3485,16,1,0,True
Neptune,Odin,1775,30,1242.5,Asia,Platinum,16-20,1100,7,1,0,True
Overdrive,Stinger,2175,20,1740.0,NA,Immortal,26-30,3092,4,1,0,True
Kuronami,Sheriff,2375,10,2137.5,NA,Immortal,26-30,2825,10,1,1,True
Reaver,Bandit,1775,10,1597.5,EU,Diamond,26-30,4367,9,1,1,True
Forsaken,Spectre,1775,30,1242.5,EU,Diamond,26-30,1933,20,0,1,True
Elderflame,Frenzy,2475,0,2475.0,NA,Iron,16-20,943,18,0,1,False
Araxys,Vandal,2175,10,1957.5,EU,Silver,16-20,1651,11,1,1,False
Mystbloom,Outlaw,2175,0,2175.0,NA,Bronze,26-30,778,2,0,0,False
Evori,Melee,4950,20,3960.0,NA,Diamond,26-30,4093,19,0,0,False
Nocturnum,Marshal,2175,0,2175.0,NA,Bronze,16-20,1853,12,0,0,False
Mystbloom,Outlaw,2175,30,1522.5,EU,Iron,26-30,4844,6,1,0,False
Elderflame,Frenzy,2475,20,1980.0,Asia,Bronze,26-30,3889,15,1,1,False
Araxys,Vandal,2175,10,1957.5,NA,Radiant,26-30,1400,13,1,1,False
Araxys,Vandal,2175,30,1522.5,NA,Diamond,21-25,4073,6,1,0,True
Ion,Bucky,1775,10,1597.5,NA,Platinum,26-30,4975,20,1,0,True
Singularity,Ares,2175,0,2175.0,Asia,Bronze,16-20,1544,3,1,0,False
Mystbloom,Outlaw,2175,10,1957.5,Asia,Bronze,21-25,3776,15,0,1,False
RGX,Operator,2175,10,1957.5,EU,Iron,26-30,4397,16,0,1,False
Singularity,Ares,2175,0,2175.0,Asia,Radiant,16-20,1492,16,1,0,False
Reaver,Bandit,1775,30,1242.5,Asia,Gold,21-25,3401,9,0,0,False
Glitchpop,Classic,2175,20,1740.0,Asia,Silver,16-20,4644,20,0,1,True
Araxys,Vandal,2175,20,1740.0,Asia,Platinum,16-20,1098,3,0,1,True
Araxys,Vandal,2175,30,1522.5,Asia,Gold,16-20,1341,13,1,1,True
Spectrum,Phantom,2675,20,2140.0,NA,Silver,26-30,4737,0,0,0,True
Nocturnum,Marshal,2175,20,1740.0,NA,Radiant,26-30,4551,7,0,0,True
Araxys,Vandal,2175,20,1740.0,Asia,Iron,26-30,4593,12,1,0,True
Glitchpop,Classic,2175,30,1522.5,Asia,Platinum,26-30,3514,1,0,0,False
Elderflame,Frenzy,2475,30,1732.5,EU,Platinum,16-20,3727,0,1,0,True
Wasteland,Shorty,1275,20,1020.0,EU,Immortal,26-30,1838,18,0,1,True
Gaia,Vandal,1775,0,1775.0,NA,Gold,21-25,4233,18,0,1,True
Kuronami,Sheriff,2375,0,2375.0,Asia,Bronze,26-30,4269,17,0,0,False
Gaia,Vandal,1775,10,1597.5,Asia,Bronze,16-20,2720,17,0,1,False
Glitchpop,Classic,2175,30,1522.5,EU,Gold,16-20,4842,10,0,1,True
Ora,Sheriff,2475,10,2227.5,Asia,Diamond,26-30,889,17,0,1,False
Oni,Bulldog,1775,10,1597.5,Asia,Bronze,26-30,4101,15,0,1,False
Imperium,Judge,2175,30,1522.5,EU,Immortal,21-25,4135,2,0,0,False
Evori,Melee,4950,10,4455.0,Asia,Silver,26-30,2975,16,1,1,True
Evori,Melee,4950,0,4950.0,EU,Platinum,26-30,2745,1,1,1,False
Evori,Melee,4950,20,3960.0,Asia,Radiant,16-20,1724,19,1,1,True
Prime,Guardian,1775,0,1775.0,Asia,Iron,26-30,3260,16,0,0,False
Kuronami,Sheriff,2375,0,2375.0,NA,Platinum,21-25,2460,13,0,0,True
Reaver,Bandit,1775,0,1775.0,EU,Bronze,16-20,4493,15,0,1,False
Kuronami,Sheriff,2375,0,2375.0,Asia,Silver,21-25,4697,4,0,1,False
Wasteland,Shorty,1275,10,1147.5,EU,Iron,26-30,513,3,1,1,True
Glitchpop,Classic,2175,20,1740.0,Asia,Bronze,26-30,1548,10,0,0,False
Oni,Bulldog,1775,0,1775.0,NA,Radiant,16-20,2083,10,1,1,True
Singularity,Ares,2175,10,1957.5,EU,Radiant,26-30,3525,7,1,1,False
Imperium,Judge,2175,10,1957.5,Asia,Radiant,26-30,1327,15,0,1,True
Nocturnum,Marshal,2175,10,1957.5,EU,Silver,26-30,1748,17,1,1,False
Wasteland,Shorty,1275,20,1020.0,Asia,Immortal,26-30,629,6,0,1,True
Reaver,Bandit,1775,20,1420.0,Asia,Bronze,21-25,1275,18,1,1,True
Kuronami,Sheriff,2375,30,1662.5,Asia,Gold,26-30,2438,3,1,0,False
Araxys,Vandal,2175,10,1957.5,NA,Bronze,21-25,658,12,0,1,False
Overdrive,Stinger,2175,0,2175.0,EU,Platinum,21-25,3023,2,0,0,False
Spectrum,Phantom,2675,20,2140.0,NA,Silver,16-20,1878,7,1,0,True
Overdrive,Stinger,2175,30,1522.5,NA,Platinum,26-30,4519,11,0,0,False
Oni,Bulldog,1775,10,1597.5,Asia,Diamond,16-20,3103,10,0,1,False
Radiant,Ghost,2975,10,2677.5,NA,Iron,21-25,921,10,0,1,False
Prime,Guardian,1775,30,1242.5,Asia,Bronze,26-30,1152,4,0,0,False
RGX,Operator,2175,30,1522.5,EU,Gold,21-25,1609,0,0,0,True
Reaver,Bandit,1775,10,1597.5,EU,Bronze,26-30,1282,18,1,1,False
Neptune,Odin,1775,20,1420.0,Asia,Iron,16-20,2597,20,0,0,True
Wasteland,Shorty,1275,0,1275.0,Asia,Iron,16-20,1424,8,0,1,False
Elderflame,Frenzy,2475,20,1980.0,NA,Immortal,26-30,4348,19,1,1,True
Glitchpop,Classic,2175,20,1740.0,NA,Diamond,21-25,2266,0,1,0,False
Overdrive,Stinger,2175,30,1522.5,NA,Gold,16-20,986,6,1,0,False
Spectrum,Phantom,2675,10,2407.5,NA,Radiant,26-30,4725,13,0,1,False
Nocturnum,Marshal,2175,0,2175.0,Asia,Gold,21-25,1422,20,1,0,True
Spectrum,Phantom,2675,10,2407.5,EU,Gold,21-25,3779,18,0,0,False
Neptune,Odin,1775,30,1242.5,EU,Gold,21-25,4622,2,1,0,True
Overdrive,Stinger,2175,30,1522.5,EU,Gold,16-20,1317,8,0,1,False
Kuronami,Sheriff,2375,0,2375.0,EU,Silver,21-25,1720,1,0,0,True
Spectrum,Phantom,2675,30,1872.4999999999998,Asia,Diamond,26-30,4558,12,0,0,False
Gaia,Vandal,1775,30,1242.5,NA,Radiant,26-30,4827,12,1,1,True
Gaia,Vandal,1775,0,1775.0,Asia,Immortal,21-25,4179,0,1,0,True
Kuronami,Sheriff,2375,10,2137.5,EU,Platinum,16-20,630,20,1,1,False
Glitchpop,Classic,2175,10,1957.5,NA,Bronze,16-20,2933,6,0,1,False
Forsaken,Spectre,1775,0,1775.0,NA,Iron,16-20,3071,1,0,0,False
Reaver,Bandit,1775,20,1420.0,EU,Silver,16-20,2405,7,1,1,False
Ora,Sheriff,2475,20,1980.0,Asia,Platinum,26-30,899,18,1,0,True
Mystbloom,Outlaw,2175,10,1957.5,NA,Bronze,26-30,1443,20,0,1,False
Prime,Guardian,1775,20,1420.0,NA,Iron,21-25,4263,3,1,0,True
Ion,Bucky,1775,30,1242.5,EU,Silver,16-20,3232,16,0,1,True
Nocturnum,Marshal,2175,0,2175.0,NA,Iron,21-25,4516,6,0,0,False
Spectrum,Phantom,2675,20,2140.0,EU,Iron,21-25,4074,15,0,1,True
Wasteland,Shorty,1275,0,1275.0,NA,Radiant,21-25,1557,14,1,1,False
RGX,Operator,2175,30,1522.5,EU,Platinum,26-30,4225,14,0,1,False
Reaver,Bandit,1775,0,1775.0,NA,Radiant,21-25,3028,6,0,0,True
Mystbloom,Outlaw,2175,30,1522.5,Asia,Bronze,26-30,532,10,1,0,True
Nocturnum,Marshal,2175,0,2175.0,NA,Radiant,16-20,3965,4,0,0,False
Oni,Bulldog,1775,20,1420.0,NA,Diamond,21-25,3410,15,0,1,True
Imperium,Judge,2175,10,1957.5,NA,Radiant,26-30,886,7,0,0,False
Araxys,Vandal,2175,0,2175.0,NA,Diamond,26-30,1369,9,0,1,False
Glitchpop,Classic,2175,30,1522.5,NA,Silver,21-25,4917,0,0,0,False
Imperium,Judge,2175,10,1957.5,Asia,Diamond,26-30,3905,6,1,1,True
Kuronami,Sheriff,2375,30,1662.5,EU,Silver,26-30,1493,14,0,1,False
Prime,Guardian,1775,0,1775.0,EU,Iron,26-30,738,15,0,0,False
Nocturnum,Marshal,2175,20,1740.0,NA,Silver,26-30,4993,16,1,1,False
Ion,Bucky,1775,0,1775.0,NA,Platinum,21-25,1062,10,0,0,False
Elderflame,Frenzy,2475,10,2227.5,Asia,Platinum,21-25,3997,3,0,1,True
Ora,Sheriff,2475,20,1980.0,NA,Diamond,16-20,759,12,1,0,False
Forsaken,Spectre,1775,0,1775.0,EU,Diamond,16-20,1826,7,1,1,True
Spectrum,Phantom,2675,10,2407.5,Asia,Iron,26-30,4296,20,1,0,False
Singularity,Ares,2175,20,1740.0,NA,Silver,21-25,1879,10,0,1,False
Overdrive,Stinger,2175,0,2175.0,NA,Bronze,21-25,4119,9,0,0,True
Radiant,Ghost,2975,20,2380.0,Asia,Bronze,21-25,3573,16,1,1,True
Forsaken,Spectre,1775,0,1775.0,NA,Iron,26-30,3541,11,1,0,True
Ion,Bucky,1775,10,1597.5,NA,Gold,16-20,3765,7,0,1,False
Araxys,Vandal,2175,10,1957.5,Asia,Iron,21-25,810,16,0,0,False
Reaver,Bandit,1775,20,1420.0,Asia,Platinum,26-30,931,12,1,1,False
Elderflame,Frenzy,2475,10,2227.5,EU,Diamond,16-20,4328,18,1,0,False
Ion,Bucky,1775,0,1775.0,EU,Platinum,16-20,4918,19,1,0,False
Elderflame,Frenzy,2475,20,1980.0,EU,Iron,21-25,2536,13,0,1,False
Evori,Melee,4950,10,4455.0,NA,Platinum,21-25,4555,1,1,1,False
Imperium,Judge,2175,20,1740.0,NA,Radiant,26-30,2879,1,0,1,True
Prime,Guardian,1775,30,1242.5,Asia,Gold,26-30,2006,15,1,0,True
Mystbloom,Outlaw,2175,30,1522.5,EU,Bronze,16-20,4909,5,1,0,True
Oni,Bulldog,1775,30,1242.5,EU,Iron,26-30,4826,8,1,1,True
Glitchpop,Classic,2175,30,1522.5,Asia,Gold,21-25,1869,10,0,1,False
Imperium,Judge,2175,30,1522.5,NA,Bronze,26-30,2607,4,0,0,False
Ora,Sheriff,2475,0,2475.0,NA,Immortal,21-25,3933,16,0,0,False
Oni,Bulldog,1775,30,1242.5,Asia,Diamond,21-25,1395,6,0,0,False
Neptune,Odin,1775,10,1597.5,NA,Radiant,16-20,530,8,1,0,False
Gaia,Vandal,1775,0,1775.0,NA,Platinum,16-20,1678,2,1,1,False
Nocturnum,Marshal,2175,10,1957.5,NA,Bronze,16-20,533,5,0,1,False
Radiant,Ghost,2975,30,2082.5,NA,Gold,16-20,791,19,1,0,False
Araxys,Vandal,2175,0,2175.0,NA,Immortal,26-30,1527,3,1,0,False
Spectrum,Phantom,2675,20,2140.0,NA,Gold,21-25,1136,15,0,0,False
Neptune,Odin,1775,10,1597.5,Asia,Radiant,16-20,2320,1,0,0,False
Ora,Sheriff,2475,20,1980.0,NA,Gold,26-30,877,14,0,0,False
Oni,Bulldog,1775,20,1420.0,Asia,Gold,21-25,564,15,1,1,False
Imperium,Judge,2175,30,1522.5,EU,Immortal,21-25,3633,2,0,0,False
Imperium,Judge,2175,0,2175.0,Asia,Iron,21-25,1293,10,0,0,False
Kuronami,Sheriff,2375,0,2375.0,EU,Radiant,21-25,1580,11,1,1,False
Evori,Melee,4950,0,4950.0,EU,Radiant,16-20,2996,4,1,0,False
Spectrum,Phantom,2675,10,2407.5,Asia,Radiant,16-20,1598,19,1,0,False
Evori,Melee,4950,20,3960.0,NA,Iron,16-20,1081,3,0,0,True
Neptune,Odin,1775,30,1242.5,Asia,Immortal,16-20,1341,20,1,1,False
Forsaken,Spectre,1775,0,1775.0,EU,Iron,21-25,1921,16,0,0,False
Radiant,Ghost,2975,10,2677.5,Asia,Gold,26-30,502,7,0,0,False
Mystbloom,Outlaw,2175,0,2175.0,EU,Platinum,26-30,2442,12,1,0,False
RGX,Operator,2175,30,1522.5,EU,Immortal,26-30,2514,13,0,0,False
Araxys,Vandal,2175,0,2175.0,NA,Immortal,21-25,3888,20,0,0,False
Glitchpop,Classic,2175,10,1957.5,EU,Diamond,16-20,1365,10,0,0,False
Ion,Bucky,1775,0,1775.0,NA,Iron,21-25,2213,3,0,0,False
Neptune,Odin,1775,0,1775.0,EU,Gold,16-20,1549,20,1,1,True
Neptune,Odin,1775,30,1242.5,Asia,Silver,16-20,667,17,1,1,True
Singularity,Ares,2175,0,2175.0,NA,Iron,26-30,1111,0,1,1,False
Oni,Bulldog,1775,30,1242.5,EU,Gold,16-20,2280,2,1,1,True
Neptune,Odin,1775,20,1420.0,Asia,Immortal,26-30,623,19,0,1,True
Ora,Sheriff,2475,20,1980.0,EU,Platinum,26-30,3757,13,1,1,True
Singularity,Ares,2175,0,2175.0,EU,Iron,16-20,660,2,0,1,True
Glitchpop,Classic,2175,10,1957.5,NA,Diamond,21-25,926,16,0,1,False
Wasteland,Shorty,1275,20,1020.0,Asia,Immortal,26-30,2477,10,0,0,False
Ora,Sheriff,2475,0,2475.0,NA,Diamond,21-25,4784,20,1,1,False
RGX,Operator,2175,20,1740.0,NA,Diamond,26-30,2778,3,0,1,False
Glitchpop,Classic,2175,30,1522.5,EU,Platinum,21-25,1706,6,1,1,False
Overdrive,Stinger,2175,20,1740.0,NA,Diamond,26-30,2577,15,1,1,True
Glitchpop,Classic,2175,20,1740.0,Asia,Silver,16-20,3676,7,1,1,True
Singularity,Ares,2175,0,2175.0,EU,Silver,16-20,5000,13,0,0,False
Gaia,Vandal,1775,0,1775.0,EU,Gold,21-25,4545,2,0,1,False
Araxys,Vandal,2175,20,1740.0,Asia,Radiant,26-30,4319,13,1,1,True
Glitchpop,Classic,2175,0,2175.0,Asia,Gold,21-25,3857,19,1,1,True
Elderflame,Frenzy,2475,10,2227.5,Asia,Silver,16-20,1753,4,0,0,False
Glitchpop,Classic,2175,10,1957.5,NA,Diamond,26-30,4883,12,0,1,True
Araxys,Vandal,2175,0,2175.0,NA,Iron,26-30,3962,17,1,0,True
Forsaken,Spectre,1775,10,1597.5,NA,Diamond,26-30,1592,2,0,0,False
Ora,Sheriff,2475,20,1980.0,EU,Platinum,26-30,4985,18,1,1,True
Neptune,Odin,1775,30,1242.5,NA,Bronze,16-20,3059,15,0,0,False
Prime,Guardian,1775,20,1420.0,NA,Bronze,16-20,2422,11,1,1,True
Spectrum,Phantom,2675,20,2140.0,Asia,Diamond,21-25,3285,5,0,0,False
Forsaken,Spectre,1775,30,1242.5,EU,Platinum,16-20,1852,1,1,1,True
Prime,Guardian,1775,0,1775.0,EU,Iron,16-20,2617,13,1,1,True
Ion,Bucky,1775,20,1420.0,NA,Platinum,21-25,2594,12,1,1,True
Nocturnum,Marshal,2175,10,1957.5,EU,Iron,16-20,3821,7,0,0,True
Evori,Melee,4950,30,3465.0,EU,Silver,26-30,4288,12,0,0,False
Araxys,Vandal,2175,30,1522.5,NA,Iron,26-30,4791,1,1,1,False
Radiant,Ghost,2975,10,2677.5,EU,Radiant,16-20,2768,6,0,1,False
Glitchpop,Classic,2175,0,2175.0,NA,Iron,26-30,3711,8,0,0,False
RGX,Operator,2175,0,2175.0,NA,Silver,26-30,4207,16,0,0,True
Araxys,Vandal,2175,30,1522.5,NA,Radiant,21-25,2582,13,0,0,False
Ion,Bucky,1775,30,1242.5,EU,Radiant,21-25,2181,6,0,1,False
Reaver,Bandit,1775,20,1420.0,Asia,Silver,26-30,2066,6,1,0,True
Kuronami,Sheriff,2375,30,1662.5,Asia,Immortal,26-30,735,12,1,0,True
Prime,Guardian,1775,30,1242.5,EU,Silver,21-25,2632,6,0,1,False
Nocturnum,Marshal,2175,10,1957.5,NA,Platinum,21-25,1042,3,0,0,False
Gaia,Vandal,1775,10,1597.5,EU,Platinum,16-20,3720,18,1,1,True
Oni,Bulldog,1775,10,1597.5,NA,Diamond,16-20,2800,14,0,0,False
Neptune,Odin,1775,30,1242.5,NA,Radiant,26-30,953,7,0,0,False
Forsaken,Spectre,1775,0,1775.0,Asia,Immortal,16-20,1855,1,0,0,False
Neptune,Odin,1775,20,1420.0,Asia,Silver,21-25,1233,8,0,1,False
Spectrum,Phantom,2675,30,1872.4999999999998,Asia,Immortal,21-25,2438,16,1,1,True
Forsaken,Spectre,1775,0,1775.0,EU,Iron,16-20,962,18,0,0,False
Mystbloom,Outlaw,2175,10,1957.5,NA,Silver,16-20,3530,10,0,1,False
Overdrive,Stinger,2175,10,1957.5,NA,Platinum,26-30,2188,7,1,0,False
Neptune,Odin,1775,10,1597.5,NA,Gold,26-30,4586,1,1,1,True
Ora,Sheriff,2475,0,2475.0,EU,Diamond,21-25,1471,0,0,1,False
Radiant,Ghost,2975,30,2082.5,NA,Bronze,26-30,4559,6,1,1,True
Kuronami,Sheriff,2375,0,2375.0,NA,Immortal,26-30,1872,6,0,1,False
Overdrive,Stinger,2175,10,1957.5,NA,Silver,26-30,3227,9,1,1,True
Ora,Sheriff,2475,0,2475.0,NA,Silver,16-20,757,7,0,1,False
Oni,Bulldog,1775,30,1242.5,EU,Bronze,16-20,755,13,1,0,True
Nocturnum,Marshal,2175,10,1957.5,Asia,Radiant,21-25,1342,3,1,0,False
Spectrum,Phantom,2675,10,2407.5,Asia,Radiant,26-30,4470,16,0,0,False
Forsaken,Spectre,1775,0,1775.0,EU,Diamond,26-30,2129,12,0,0,False
Gaia,Vandal,1775,0,1775.0,EU,Platinum,26-30,2404,5,1,1,False
Imperium,Judge,2175,20,1740.0,NA,Platinum,16-20,4913,16,0,0,False
Wasteland,Shorty,1275,0,1275.0,NA,Silver,26-30,4428,2,1,1,False
Reaver,Bandit,1775,20,1420.0,EU,Iron,16-20,4909,4,0,0,False
Forsaken,Spectre,1775,20,1420.0,EU,Platinum,21-25,4167,11,1,1,True
Ion,Bucky,1775,10,1597.5,Asia,Silver,26-30,2954,3,1,0,False
Wasteland,Shorty,1275,10,1147.5,NA,Platinum,16-20,3681,11,0,1,True
Radiant,Ghost,2975,30,2082.5,EU,Bronze,26-30,1452,19,1,0,True
Singularity,Ares,2175,30,1522.5,NA,Immortal,16-20,3046,7,1,0,True
Evori,Melee,4950,0,4950.0,NA,Bronze,26-30,709,11,1,0,True
Imperium,Judge,2175,0,2175.0,EU,Platinum,16-20,960,16,1,1,True
Reaver,Bandit,1775,10,1597.5,Asia,Platinum,21-25,2072,18,0,0,True
Wasteland,Shorty,1275,10,1147.5,Asia,Diamond,16-20,4553,16,0,1,False
Gaia,Vandal,1775,30,1242.5,EU,Bronze,21-25,3134,1,0,0,True
Overdrive,Stinger,2175,30,1522.5,EU,Platinum,16-20,3062,5,1,1,False
Neptune,Odin,1775,10,1597.5,EU,Silver,26-30,2996,19,1,0,True
Spectrum,Phantom,2675,30,1872.4999999999998,NA,Silver,21-25,4202,15,1,0,True
Glitchpop,Classic,2175,10,1957.5,NA,Silver,16-20,4214,13,1,1,False
Reaver,Bandit,1775,10,1597.5,EU,Diamond,26-30,3817,19,0,1,False
Elderflame,Frenzy,2475,30,1732.5,Asia,Silver,16-20,4057,15,1,0,True
Overdrive,Stinger,2175,0,2175.0,NA,Iron,26-30,4557,11,1,0,False
Araxys,Vandal,2175,0,2175.0,Asia,Iron,16-20,2504,6,1,1,True
Nocturnum,Marshal,2175,0,2175.0,NA,Gold,16-20,1202,13,1,1,False
Ion,Bucky,1775,0,1775.0,EU,Iron,21-25,3777,12,0,1,False
Nocturnum,Marshal,2175,10,1957.5,EU,Gold,21-25,4387,6,0,0,False
Imperium,Judge,2175,0,2175.0,EU,Diamond,21-25,1658,15,1,1,True
Singularity,Ares,2175,0,2175.0,NA,Radiant,26-30,3671,17,1,0,True
Prime,Guardian,1775,20,1420.0,NA,Silver,26-30,4771,8,1,0,False
Evori,Melee,4950,20,3960.0,EU,Bronze,21-25,1799,6,0,0,False
Mystbloom,Outlaw,2175,10,1957.5,EU,Immortal,16-20,843,13,1,1,True
Spectrum,Phantom,2675,30,1872.4999999999998,EU,Silver,16-20,1490,5,0,0,False
Reaver,Bandit,1775,20,1420.0,NA,Gold,21-25,3063,18,0,1,False
Singularity,Ares,2175,20,1740.0,EU,Radiant,21-25,1350,12,0,1,False
Reaver,Bandit,1775,30,1242.5,Asia,Iron,21-25,1092,13,1,0,True
Reaver,Bandit,1775,0,1775.0,EU,Platinum,16-20,4094,9,1,1,False
Prime,Guardian,1775,10,1597.5,NA,Silver,26-30,2489,18,0,0,False
Ora,Sheriff,2475,10,2227.5,EU,Platinum,16-20,2596,8,1,0,False
Kuronami,Sheriff,2375,0,2375.0,Asia,Immortal,16-20,1102,0,1,0,True
Oni,Bulldog,1775,0,1775.0,EU,Iron,26-30,1003,12,1,0,True
Imperium,Judge,2175,10,1957.5,Asia,Platinum,16-20,636,5,1,0,False
Overdrive,Stinger,2175,0,2175.0,EU,Immortal,21-25,1696,0,1,1,True
Kuronami,Sheriff,2375,30,1662.5,Asia,Silver,21-25,3350,19,0,1,False
Prime,Guardian,1775,0,1775.0,Asia,Gold,26-30,4277,5,1,0,False
RGX,Operator,2175,0,2175.0,NA,Gold,16-20,4806,17,1,1,True
Radiant,Ghost,2975,30,2082.5,NA,Immortal,26-30,3083,9,1,0,True
Forsaken,Spectre,1775,0,1775.0,Asia,Radiant,16-20,4128,4,1,1,False
Glitchpop,Classic,2175,0,2175.0,NA,Gold,16-20,927,13,0,0,False
Imperium,Judge,2175,10,1957.5,NA,Diamond,26-30,4684,6,0,1,False
Neptune,Odin,1775,0,1775.0,NA,Iron,21-25,959,17,1,0,True
Glitchpop,Classic,2175,20,1740.0,Asia,Diamond,16-20,3282,5,0,0,False
Imperium,Judge,2175,20,1740.0,EU,Iron,16-20,4875,4,0,0,True
Mystbloom,Outlaw,2175,20,1740.0,Asia,Diamond,16-20,2877,12,1,0,True
Kuronami,Sheriff,2375,20,1900.0,EU,Platinum,26-30,1604,15,0,0,False
Radiant,Ghost,2975,30,2082.5,Asia,Platinum,16-20,1089,11,1,1,False
Imperium,Judge,2175,30,1522.5,EU,Bronze,16-20,2431,5,0,0,False
Reaver,Bandit,1775,10,1597.5,EU,Immortal,21-25,4025,14,0,0,False
Nocturnum,Marshal,2175,10,1957.5,NA,Platinum,16-20,945,9,1,1,False
Elderflame,Frenzy,2475,30,1732.5,EU,Diamond,26-30,1307,12,1,1,False
Imperium,Judge,2175,30,1522.5,EU,Gold,26-30,2885,15,0,1,False
Radiant,Ghost,2975,30,2082.5,Asia,Diamond,16-20,3063,8,0,0,True
RGX,Operator,2175,20,1740.0,Asia,Iron,16-20,2533,6,1,1,False
Radiant,Ghost,2975,30,2082.5,EU,Iron,26-30,3706,18,0,1,False
Forsaken,Spectre,1775,20,1420.0,Asia,Silver,26-30,2522,6,0,1,False
Elderflame,Frenzy,2475,0,2475.0,EU,Diamond,26-30,3866,4,1,1,False
Overdrive,Stinger,2175,10,1957.5,EU,Platinum,16-20,3083,7,0,0,False
Oni,Bulldog,1775,30,1242.5,NA,Immortal,21-25,4283,3,1,0,True
RGX,Operator,2175,10,1957.5,NA,Diamond,21-25,4299,18,0,0,False
Ora,Sheriff,2475,10,2227.5,EU,Immortal,26-30,1146,13,1,1,True
RGX,Operator,2175,20,1740.0,Asia,Immortal,16-20,1442,1,0,1,False
RGX,Operator,2175,0,2175.0,EU,Radiant,26-30,2796,16,1,1,False
Radiant,Ghost,2975,20,2380.0,NA,Silver,21-25,1814,2,0,0,False
Spectrum,Phantom,2675,20,2140.0,NA,Silver,16-20,3356,18,1,0,True
Araxys,Vandal,2175,10,1957.5,NA,Bronze,16-20,1757,18,0,0,False
Glitchpop,Classic,2175,20,1740.0,EU,Platinum,21-25,2463,0,0,0,False
Oni,Bulldog,1775,10,1597.5,NA,Platinum,26-30,3955,4,1,0,False
Wasteland,Shorty,1275,10,1147.5,NA,Radiant,26-30,4268,9,0,0,True
Oni,Bulldog,1775,30,1242.5,NA,Immortal,16-20,1781,0,1,0,True
Nocturnum,Marshal,2175,30,1522.5,EU,Platinum,16-20,2176,11,0,0,True
Radiant,Ghost,2975,10,2677.5,EU,Radiant,21-25,987,19,0,0,False
Araxys,Vandal,2175,30,1522.5,Asia,Bronze,26-30,4395,10,1,1,True
Forsaken,Spectre,1775,30,1242.5,Asia,Bronze,26-30,4905,2,0,0,False
Ion,Bucky,1775,10,1597.5,NA,Diamond,16-20,2786,13,0,0,False
Neptune,Odin,1775,30,1242.5,EU,Bronze,26-30,1103,18,0,0,False
Overdrive,Stinger,2175,30,1522.5,Asia,Radiant,26-30,1334,10,0,0,False
